zh-min-nan,24453
en,4118
fr,2128
ca,1343
es,1109
tr,676
de,665
pt,477
fi,414
hu,297
cs,272
bg,266
sv,242
ne,229
uk,229
ar,210
ru,206
it,204
pl,199
no,183
zh,177
simple,169
ml,159
ja,149
hr,117
ko,110
fa,108
nl,106
id,104
bs,97
ta,80
et,80
ro,79
hy,73
sh,66
lt,62
bn,60
sk,57
la,56
el,56
th,55
lv,47
az,45
pa,42
gom,38
mai,38
lb,33
af,32
jv,25
hi,24
fo,23
sl,22
gl,21
diq,20
be-tarask,20
ga,19
arz,18
eo,18
ckb,18
ka,17
be,16
sq,15
or,14
ms,14
mk,14
azb,13
kn,13
nds,13
eu,13
gu,11
vi,11
sr,10
tt,10
nn,9
sco,8
tpi,8
te,8
pap,8
szl,8
sah,8
lo,8
da,8
sd,8
ur,7
mn,6
kk,6
yi,6
war,6
vec,5
ku,5
nds-nl,4
an,3
oc,3
mr,3
cy,2
sw,2
mzn,2
ba,2
cv,2
bh,2
bar,2
mt,2
am,2
my,2
gd,2
fy,2
mrj,2
uz,2
pnb,2
tg,2
tyv,1
tl,1
li,1
is,1
xmf,1
zu,1
io,1
