index,citeTld
homeoffice.gov.uk,3
tr,3
wroclaw.pl,3
or.us,3
gov.ae,3
sc,3
gov.az,3
gov.ru,3
inf.br,2
ed.cr,2
ap-southeast-1.elb.amazonaws.com,2
teramo.it,2
net.pl,2
seoul.kr,2
gda.pl,2
bs,2
aw,2
dn.ua,2
k12.nm.us,2
mz,2
com.pr,2
googlecode.com,2
edu.la,2
mg,2
re.kr,2
dj,2
co.tz,2
com.kw,2
my,2
katowice.pl,2
tuxfamily.org,2
ac.ru,2
k12.ma.us,2
ai,2
ar.us,2
net.tr,2
net.tw,2
lib.ca.us,2
gov.lc,2
city.sapporo.jp,2
gov.ie,2
gen.nz,2
gov.ma,2
ly,2
eu.int,2
one,2
gov.sh,2
co.ao,2
org.mw,2
net.to,2
opole.pl,2
qa,2
sh,2
cm,2
gov.bo,2
cagliari.it,2
cx,2
appspot.com,2
k12.az.us,2
ma.us,2
mil.tr,2
gov.kh,2
minato.tokyo.jp,2
saikai.nagasaki.jp,2
site,2
gov.mo,2
nsw.edu.au,2
org.mz,2
bel.tr,2
gov.to,2
pe.ca,2
ba.it,2
blogspot.se,2
idf.il,2
tj,2
gov.fj,2
edu.kh,2
nc,2
toscana.it,2
ng,2
la.us,2
com.bz,2
bz.it,2
com.fj,2
eu.org,2
edu.bh,2
agulha.nom.br,2
ac.ae,2
taa.it,2
al.us,2
edu.ht,2
gen.tr,2
na.it,2
co.zw,2
hekinan.aichi.jp,2
museum.no,2
police.uk,2
gov.np,2
edu.mk,2
ps,2
co.bw,2
sk.ca,2
city.sendai.jp,2
edu.sa,2
gov.fk,2
lucca.it,2
news,2
pf,2
nf.ca,2
pm,2
edu.jm,2
edu.jo,2
blogspot.be,2
napoli.it,1
edu.bo,1
go.ug,1
oldham.sch.uk,1
mil.no,1
co.it,1
mil.uy,1
edu.bz,1
blogspot.com.eg,1
mil.ni,1
za.org,1
sm,1
medecin.fr,1
nom.fr,1
mil.nz,1
tn.it,1
sl,1
sn,1
co.cl,1
gratis,1
bi,1
ax,1
mil.br,1
re,1
tt,1
or.th,1
bj,1
org.ls,1
ed.jp,1
co.tt,1
mil.by,1
geek.nz,1
lib.mn.us,1
co.im,1
psc.br,1
palermo.it,1
s3-website-eu-west-1.amazonaws.com,1
ac.ke,1
vda.it,1
af,1
ag,1
sv,1
rnu.tn,1
hiroshima.jp,1
ia.us,1
tg,1
blogspot.co.at,1
church,1
jobs,1
mil.bd,1
id.au,1
bathnes.sch.uk,1
gov.dm,1
org.bz,1
sc.ug,1
ad.jp,1
org.mt,1
org.mv,1
net.ua,1
lc,1
iki.fi,1
edu.af,1
k12.in.us,1
