index,citeTld
com,34041
org,12007
gov,4092
net,3936
co.uk,3688
edu,1892
de,1015
is,652
fr,632
ca,604
it,552
es,433
info,410
org.eg,406
gov.eg,377
ru,355
int,341
org.uk,328
ro,328
ac.uk,311
nl,270
com.au,266
ws,243
eu,237
ch,234
com.eg,208
ae,198
blogspot.com,197
net.kw,196
gov.uk,154
ir,147
com.kw,146
se,134
com.tr,132
ps,125
no,122
ma,120
gov.il,113
gc.ca,112
fi,112
gov.au,105
tv,104
tn,103
gov.tr,101
be,99
jo,95
ie,93
co.jp,92
com.sa,87
us,86
gov.sa,81
dk,80
edu.sa,74
gov.sy,73
rs,73
com.cn,71
gob.mx,70
at,70
gov.kw,68
hr,66
co.kr,66
cz,62
com.ar,62
hu,61
uk,61
jp,59
am,58
go.jp,53
va,53
in,52
io,52
co.il,52
dz,52
edu.eg,51
net.au,51
mil,50
com.pk,50
com.br,48
com.mx,43
travel,42
org.il,41
gov.jo,41
cat,39
co.nz,39
pl,39
co.za,38
bg,38
gov.lb,38
gouv.fr,38
si,37
com.lb,36
gov.iq,36
pt,36
cc,35
sy,34
gr,34
ge,34
gov.ua,34
aichi.jp,33
edu.au,33
edu.sd,31
ac.il,31
edu.jo,30
ac.ir,29
ee,29
org.au,28
gov.ps,27
gov.sd,27
edu.tr,27
lg.jp,27
iq,26
edu.iq,26
tt,26
gov.hk,26
gov.ma,25
org.mx,24
co.in,24
cn,23
gov.in,23
org.lb,23
cl,23
co,23
az,23
mx,22
org.tr,22
cu,22
org.nz,21
org.za,20
kz,20
mn.us,20
ac.jp,19
gob.pe,19
nhs.uk,19
me,19
gov.tw,18
gov.ph,18
biz,18
sd,17
gob.ve,17
press.ma,17
gov.lr,16
org.cn,16
com.ua,16
com.tn,15
com.my,15
or.jp,15
gov.bh,15
ac,15
gov.ae,15
gov.lv,15
wmflabs.org,14
tn.us,14
ac.at,14
go.kr,14
gov.br,14
gov.cn,14
qc.ca,14
gov.rs,14
govt.nz,13
pe,13
gov.sg,13
qa,12
edu.my,12
ua,12
gov.ar,12
nic.in,12
co.ma,12
com.tw,12
org.sy,12
edu.lb,12
org.ir,12
gov.co,11
rnu.tn,11
gov.za,11
gov.mo,11
br,11
gov.do,11
gob.sv,11
gov.ge,11
gov.lk,11
edu.co,11
org.sa,10
edu.sy,10
or.kr,10
lk,10
lv,10
sk,10
IPv6 URL,10
edu.cn,9
bh,9
kiev.ua,9
mn,9
net.sa,9
nu,9
vic.gov.au,9
ly,9
gov.by,8
gov.ly,8
li,8
org.rs,8
edu.pl,8
ac.ae,8
info.tn,8
news,8
org.tn,8
ac.kr,7
edu.bh,7
net.nz,7
gl,7
go.th,7
ak.us,7
on.ca,7
muni.il,7
gov.my,7
su,7
go.id,7
ac.in,7
lt,7
co.ug,6
com.co,6
edu.kw,6
gv.at,6
org.ua,6
edu.ps,6
fm,6
edu.tw,6
com.bn,6
com.na,6
gov.ye,6
org.br,6
co.id,6
asia,6
asso.fr,6
lu,6
tx.us,6
com.hk,6
by,6
gov.pl,6
homeoffice.gov.uk,6
org.ar,6
com.mt,6
gob.ec,6
hk,6
com.pe,5
gov.bn,5
to,5
uz,5
as,5
com.ve,5
org.ma,5
om,5
ba,5
aero,5
warszawa.pl,5
eg,5
blogspot.co.uk,5
gob.hn,5
gov.bb,5
edu.ru,5
gov.al,5
gov.mk,5
gen.tr,5
com.qa,4
gov.fj,4
tr,4
wi.us,4
edu.np,4
com.ph,4
s3.amazonaws.com,4
mil.co,4
gov.tm,4
gov.jm,4
im,4
kommune.no,4
eu.com,4
pro,4
md,4
gov.az,4
org.ae,4
sg,4
mr,4
spb.ru,4
edu.mk,4
com.ec,4
gov.bd,4
gov.gy,4
ci,4
ac.rs,4
sa,4
gov.ir,4
or.th,4
me.uk,4
gov.ru,3
uk.com,3
krakow.pl,3
gov.dz,3
mil.lv,3
today,3
org.in,3
oh.us,3
org.jo,3
co.ae,3
gub.uy,3
gov.qa,3
org.cy,3
or.id,3
edu.sg,3
hn,3
edu.ly,3
bi,3
com.jo,3
com.bh,3
com.pl,3
tips,3
ac.id,3
gov.it,3
blogspot.com.eg,3
med.sa,3
go.cr,3
k12.ca.us,3
gov.et,3
qld.gov.au,3
gov.om,3
nat.tn,3
gob.es,3
gov.ki,3
ny.us,3
kr,3
milano.it,3
rnrt.tn,3
al,3
edu.qa,3
ac.nz,3
gov.tl,3
ve,2
ec,2
net.ma,2
cm,2
lviv.ua,2
vn,2
co.rs,2
com.uy,2
org.sd,2
blogspot.com.br,2
fl.us,2
ac.ma,2
bc.ca,2
police.uk,2
bz.it,2
pe.ca,2
kg,2
waw.pl,2
cci.fr,2
nf.ca,2
fin.ec,2
org.tw,2
org.kw,2
nt.ca,2
ac.ru,2
gov.pk,2
org.lr,2
nagano.nagano.jp,2
gov.bs,2
gov.la,2
com.gt,2
gov.pt,2
na,2
pa.us,2
gov.tn,2
sn,2
edu.py,2
gov.to,2
org.fj,2
mb.ca,2
bel.tr,2
fi.it,2
tc,2
tl,2
org.ph,2
edu.uy,2
blogspot.in,2
ac.th,2
tw,2
bw,2
blogspot.co.il,2
mil.ec,2
taa.it,2
edu.do,2
mc,2
sicilia.it,2
mt,2
ac.za,2
org.ve,2
mk,2
edu.mo,2
eun.eg,2
il.us,2
ad,2
ag,2
af,2
edu.dz,2
aq,2
tj,2
org.pl,2
com.bd,2
edunet.tn,2
org.qa,2
gov.ve,2
co.at,2
napoli.it,2
gov.kz,2
go.tz,2
org.hk,2
gob.do,2
org.bb,2
gov.vn,2
md.us,2
or.us,2
org.bd,2
mil.by,2
re.kr,1
vc,1
gov.mn,1
com.mo,1
gov.mu,1
iiyama.nagano.jp,1
org.ba,1
org.sg,1
azumino.nagano.jp,1
gouv.sn,1
net.eg,1
vu,1
gov.mr,1
lib.de.us,1
gov.mw,1
org.sz,1
edu.om,1
gov.mv,1
k12.ia.us,1
mu,1
plo.ps,1
k12.mi.us,1
ph,1
edu.pk,1
mil.bd,1
gov.cu,1
edu.mt,1
tech,1
net.my,1
gov.cl,1
blogspot.de,1
co.cr,1
gov.ie,1
com.al,1
gov.ac,1
mil.ru,1
krd,1
gov.af,1
org.pe,1
co.ke,1
rns.tn,1
com.ni,1
mil.jo,1
gov.fk,1
net.ec,1
info.au,1
kanagawa.jp,1
saku.nagano.jp,1
ueda.nagano.jp,1
org.do,1
com.pg,1
my,1
mil.do,1
report,1
gob.pa,1
blogspot.com.es,1
dm,1
k12.nc.us,1
matsumoto.nagano.jp,1
presse.fr,1
tas.gov.au,1
k12.tr,1
kent.sch.uk,1
komagane.nagano.jp,1
org.mo,1
gg,1
gf,1
gd,1
org.my,1
chikuma.nagano.jp,1
com.do,1
blogspot.com.au,1
pk,1
org.mk,1
github.io,1
blogspot.fr,1
mil.nz,1
sch.ir,1
mil.no,1
edu.hk,1
canon,1
mi.it,1
lc,1
ye,1
