group_mean,group_median,wp_lang
4.17369970559,1.0,ar
4.37138345271,2.0,de
7.26426919651,3.0,en
5.74693155629,2.0,es
5.26506662545,2.0,fr
4.96835616728,2.0,it
6.42566223849,2.0,ja
4.00517591103,2.0,pt
5.45217968491,2.0,ru
5.66122148639,2.0,zh
3.43332256784,2.0,wd
